SampleID	OTUcts	OTUctsnormed	Normrich	Normshann	Normeven	Scaledrich	Obs_richness	Shannon	Evenness	Samp_date	Individual_animal	sample_ID	Cow_enviro	Parity	Parity_1	DIM	DIM_1	Fecal	Hygiene_day1	BCS_day1	Temp	ShNS_day_1	Sh_NSh	Day	Farm	Pathotype	Path_1.0	Path_1.1	Pathotype_1	Pathotype_2	Pattern_1.0	Pattern_1.1	Pattern_1.2	Pattern_1	Treatment	Disease	Milk_lbs	Week_avglbs	Pattern_2	Evnev_1.0	Evnev_1.1	EvNev_1	EvNev_2	DPDO_1	DPDO_2	DPvNS	Description
50A	47981	11751.40828	4513	6.003675329	0.713473198	0.277233325	4513	6.003675329	0.713473198	7/14/14	50	A	H309	6	3	4	1	2	2	3	38	Sh	Sh	1	2	1	1	0	0	0	0	1	0	1	0	0	NA	NA	1	0	1	1	1	2	4	2	1
50B	38518	20488.29787	3580	5.766581562	0.704692454	-0.493157419	3580	5.766581562	0.704692454	7/15/14	50	B	H309	6	3	5	1	2	2	3	38.5	Sh	Sh	2	2	1	1	0	0	0	0	1	0	1	0	0	NA	NA	1	0	1	1	1	2	4	2	2
50C	35878	11751.71962	3482	5.890063093	0.722231951	-0.574077347	3482	5.890063093	0.722231951	7/16/14	50	C	H309	6	3	6	1	2	2	3	38.9	Sh	NS	3	2	0	1	0	0	0	0	1	0	1	0	0	NA	NA	1	0	1	1	1	2	4	2	3
50D	47561	12652.56717	4246	5.890332305	0.705113816	0.056767807	4246	5.890332305	0.705113816	7/17/14	50	D	H309	6	3	7	1	3	2	3	38.5	Sh	NS	4	2	0	1	0	0	0	0	1	0	1	0	0	NA	NA	1	0	1	1	1	0	0	1	4
50E	36241	10929.13148	3659	5.973788363	0.728071699	-0.427926048	3659	5.973788363	0.728071699	7/18/14	50	E	H309	6	3	8	1	2	2	3	38.9	Sh	Sh	5	2	3	0	1	1	1	0	1	0	1	0	0	NA	NA	1	0	1	1	1	1	1	2	5
52A	30687	11523.46977	2991	5.318205971	0.664496404	-0.979502701	2991	5.318205971	0.664496404	7/14/14	52	A	H1697	3	3	4	1	2	2	2	38.5	NS	NS	1	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	86
52B	47311	10372.94453	4994	6.129056085	0.719711309	0.674401544	4994	6.129056085	0.719711309	7/15/14	52	B	H1697	3	3	5	1	3	2	2	38.7	NS	Sh	2	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	87
52C	32822	12446.71976	2970	5.470472478	0.684123993	-0.996842686	2970	5.470472478	0.684123993	7/16/14	52	C	H1697	3	3	6	1	2	2	2	38.4	NS	Sh	3	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	88
52D	37017	10031.70732	4052	6.159876859	0.7415315	-0.103420622	4052	6.159876859	0.7415315	7/17/14	52	D	H1697	3	3	7	1	2	2	2	38.3	NS	NS	4	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	89
52E	30431	11167.33945	3116	5.899446553	0.733369291	-0.876288507	3116	5.899446553	0.733369291	7/18/14	52	E	H1697	3	3	8	1	2	2	2	38.8	NS	NS	5	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	90
53A	38825	9522.93353	4449	6.188661619	0.736707312	0.224387658	4449	6.188661619	0.736707312	7/14/14	53	A	H413	6	3	13	0	2	3	2	38.4	NS	NS	1	2	0	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	76
53B	30900	8861.485518	3825	6.231971139	0.755453281	-0.290857599	3825	6.231971139	0.755453281	7/15/14	53	B	H413	6	3	14	0	3	3	2	38	NS	Sh	2	2	1	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	77
53C	26954	15151.20854	3538	6.235395373	0.763083291	-0.527837388	3538	6.235395373	0.763083291	7/16/14	53	C	H413	6	3	15	0	3	3	2	38	NS	NS	3	2	0	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	78
53D	31089	8213.738441	4103	6.401994838	0.769519212	-0.061309231	4103	6.401994838	0.769519212	7/17/14	53	D	H413	6	3	16	0	2	3	2	38	NS	NS	4	2	0	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	79
53E	26490	8019.981835	3581	6.271063653	0.766315427	-0.492331706	3581	6.271063653	0.766315427	7/18/14	53	E	H413	6	3	17	0	3	3	2	37.9	NS	Sh	5	2	1	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	80
55A	42274	9738.309145	4725	6.176127715	0.729984994	0.452284598	4725	6.176127715	0.729984994	7/14/14	55	A	H4387	1	1	2	1	3	2	3	38.4	Sh	Sh	1	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	26
55B	42066	17072.24026	4886	6.335868177	0.745911439	0.58522448	4886	6.335868177	0.745911439	7/15/14	55	B	H4387	1	1	3	1	4	2	3	38.8	Sh	Sh	2	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	27
55C	41507	10350.87282	4416	6.078140368	0.72419253	0.197139111	4416	6.078140368	0.72419253	7/16/14	55	C	H4387	1	1	4	1	3	2	3	39.2	Sh	Sh	3	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	28
55D	36108	18974.25118	3788	5.992621849	0.727295817	-0.321409	3788	5.992621849	0.727295817	7/17/14	55	D	H4387	1	1	5	1	3	2	3	39.2	Sh	NS	4	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	29
55E	40239	10878.3455	4047	5.831295886	0.702080983	-0.10754919	4047	5.831295886	0.702080983	7/18/14	55	E	H4387	1	1	6	1	3	2	3	39.2	Sh	Sh	5	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	30
57B	40997	10157.82953	4461	6.103488744	0.726335309	0.23429622	4461	6.103488744	0.726335309	7/15/14	57	B	H2812	1	1	10	1	3	3	2	38.8	NS	Sh	2	2	2	0	1	1	2	0	1	0	1	0	0	NA	NA	2	0	1	1	2	1	3	2	97
57C	48220	11110.59908	4824	6.013629624	0.709040828	0.53403024	4824	6.013629624	0.709040828	7/16/14	57	C	H2812	1	1	11	0	3	3	2	38.9	NS	NS	3	2	0	1	0	0	0	0	1	0	1	0	0	NA	NA	2	0	1	1	2	2	4	2	98
57D	35911	10512.58782	3781	5.932299203	0.720136404	-0.327188995	3781	5.932299203	0.720136404	7/17/14	57	D	H2812	1	1	12	0	3	3	2	38.9	NS	NS	4	2	0	1	0	0	0	0	1	0	1	0	0	NA	NA	2	0	1	1	2	2	4	2	99
57E	41483	9940.809969	4472	6.172338744	0.734313475	0.24337907	4472	6.172338744	0.734313475	7/18/14	57	E	H2812	1	1	13	0	3	3	2	38.9	NS	NS	5	2	0	1	0	0	0	0	1	0	1	0	0	NA	NA	2	0	1	1	2	2	4	2	100
58A	45631	11275.26563	4388	5.960214827	0.710680651	0.174019131	4388	5.960214827	0.710680651	7/14/14	58	A	H2729	2	2	5	1	3	2	2	38.7	Sh	Sh	1	2	1	1	0	0	0	0	1	0	1	1	1	NA	NA	1	0	1	1	1	2	4	2	21
58B	53170	10857.66796	5419	6.204381292	0.721635485	1.025329804	5419	6.204381292	0.721635485	7/15/14	58	B	H2729	2	2	6	1	3	2	2	38.5	Sh	Sh	2	2	1	1	0	0	0	0	1	0	1	1	1	NA	NA	1	0	1	1	1	0	0	1	22
58C	35927	9957.594235	3922	5.977398237	0.722400331	-0.210763384	3922	5.977398237	0.722400331	7/16/14	58	C	H2729	2	2	7	1	3	2	2	39	Sh	Sh	3	2	3	0	1	1	1	0	1	0	1	1	1	NA	NA	1	0	1	1	1	1	1	2	23
58D	32001	9950.559701	3520	5.97224325	0.731335426	-0.542700232	3520	5.97224325	0.731335426	7/17/14	58	D	H2729	2	2	8	1	2	2	2	38.9	Sh	NS	4	2	0	1	0	0	0	0	1	0	1	1	1	NA	NA	1	0	1	1	1	2	4	2	24
58E	45646	11710.10775	4320	5.867720161	0.700957194	0.11787061	4320	5.867720161	0.700957194	7/18/14	58	E	H2729	2	2	9	1	3	2	2	39	Sh	NS	5	2	0	1	0	0	0	0	1	0	1	1	1	NA	NA	1	0	1	1	1	2	4	2	25
60B	35017	10617.64706	3671	5.913675285	0.720457752	-0.418017486	3671	5.913675285	0.720457752	7/15/14	60	B	H1677	3	3	3	1	3	2	3	38.6	NS	NS	2	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	82
60C	30297	10173.60645	3270	6.076447361	0.75086974	-0.74912862	3270	6.076447361	0.75086974	7/16/14	60	C	H1677	3	3	4	1	3	2	3	38.9	NS	NS	3	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	83
60D	28027	10221.37126	3037	5.843160746	0.72869855	-0.941519878	3037	5.843160746	0.72869855	7/17/14	60	D	H1677	3	3	5	1	3	2	3	38.6	NS	NS	4	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	84
60E	35614	18704.83193	3737	5.858627564	0.712205227	-0.363520391	3737	5.858627564	0.712205227	7/18/14	60	E	H1677	3	3	6	1	3	2	3	39.1	NS	Sh	5	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	85
61A	36396	9595.570788	4173	6.07859732	0.729164179	-0.003509283	4173	6.07859732	0.729164179	7/14/14	61	A	H2854	1	1	8	1	1	2	3	39.1	NS	NS	1	2	0	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	61
61B	50635	9670.550038	5693	6.442903498	0.745103387	1.251575317	5693	6.442903498	0.745103387	7/15/14	61	B	H2854	1	1	9	1	2	2	3	39.6	NS	NS	2	2	0	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	62
61C	39050	12572.44044	3414	5.433918774	0.66791535	-0.630225869	3414	5.433918774	0.66791535	7/16/14	61	C	H2854	1	1	10	1	3	2	3	39.9	NS	NS	3	2	0	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	63
61D	30487	12956.65108	2700	5.536990205	0.700795502	-1.219785345	2700	5.536990205	0.700795502	7/17/14	61	D	H2854	1	1	11	0	3	2	3	39.5	NS	NS	4	2	0	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	64
61E	27230	10674.24539	2819	5.651613682	0.711419419	-1.121525432	2819	5.651613682	0.711419419	7/18/14	61	E	H2854	1	1	12	0	3	2	3	39.4	NS	NS	5	2	0	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	65
62A	24113	12771.7161	3654	6.442416743	0.785317937	-0.432054616	3654	6.442416743	0.785317937	7/14/14	62	A	H4452	1	1	3	1	3	2	4	38.8	Sh	Sh	1	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	31
62B	39501	17077.82101	4510	5.994304395	0.712415859	0.274756185	4510	5.994304395	0.712415859	7/15/14	62	B	H4452	1	1	4	1	3	2	4	38.8	Sh	Sh	2	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	32
62C	33294	15456.82451	4116	6.191285422	0.743909094	-0.050574955	4116	6.191285422	0.743909094	7/16/14	62	C	H4452	1	1	5	1	3	2	4	38.7	Sh	Sh	3	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	33
62D	50317	10579.68881	5219	6.240565283	0.729032797	0.860187093	5219	6.240565283	0.729032797	7/17/14	62	D	H4452	1	1	6	1	3	2	4	38.9	Sh	Sh	4	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	34
62E	48981	10227.81374	5276	6.363583396	0.742461811	0.907252766	5276	6.363583396	0.742461811	7/18/14	62	E	H4452	1	1	7	1	2	2	4	39	Sh	NS	5	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	35
63A	37969	11693.56329	3659	5.815560718	0.708787274	-0.427926048	3659	5.815560718	0.708787274	7/14/14	63	A	H1889	2	2	0	1	3	3	3	38.6	Sh	Sh	1	2	1	1	0	0	0	0	1	0	1	0	0	NA	NA	1	0	1	1	1	2	4	2	16
63B	34307	10543.02397	3630	5.941492446	0.724838502	-0.451871741	3630	5.941492446	0.724838502	7/15/14	63	B	H1889	2	2	1	1	3	3	3	38.4	Sh	Sh	2	2	1	1	0	0	0	0	1	0	1	0	0	NA	NA	1	0	1	1	1	2	4	2	17
63C	61073	12370.4679	5476	6.073219764	0.705521366	1.072395476	5476	6.073219764	0.705521366	7/16/14	63	C	H1889	2	2	2	1	3	3	3	38.6	Sh	NS	3	2	0	1	0	0	0	0	1	0	1	0	0	NA	NA	1	0	1	1	1	2	4	2	18
63D	41063	11482.94183	4044	6.004636035	0.723015481	-0.110026331	4044	6.004636035	0.723015481	7/17/14	63	D	H1889	2	2	3	1	3	3	3	38.9	Sh	NS	4	2	0	1	0	0	0	0	1	0	1	0	0	NA	NA	1	0	1	1	1	0	0	1	19
63E	52369	13108.63579	4444	5.711573525	0.680005075	0.22025909	4444	5.711573525	0.680005075	7/18/14	63	E	H1889	2	2	4	1	2	3	3	38.8	Sh	Sh	5	2	3	0	1	1	1	0	1	0	1	0	0	NA	NA	1	0	1	1	1	1	1	2	20
64A	31397	9092.673038	3801	6.020380349	0.730361049	-0.310674724	3801	6.020380349	0.730361049	7/14/14	64	A	H2745	2	2	4	1	3	2	3	38.6	NS	NS	1	2	0	1	0	0	0	0	1	0	1	1	1	NA	NA	1	0	1	1	1	2	4	2	91
64B	32406	9138.747885	3937	6.217620156	0.75108592	-0.198377681	3937	6.217620156	0.75108592	7/15/14	64	B	H2745	2	2	5	1	3	2	3	38.6	NS	NS	2	2	0	1	0	0	0	0	1	0	1	1	1	NA	NA	1	0	1	1	1	2	4	2	92
64C	24999	10481.76101	2622	5.662418617	0.719339392	-1.284191002	2622	5.662418617	0.719339392	7/16/14	64	C	H2745	2	2	6	1	3	2	3	38.7	NS	NS	3	2	0	1	0	0	0	0	1	0	1	1	1	NA	NA	1	0	1	1	1	2	4	2	93
64D	29646	11727.05696	2905	5.827523913	0.730798349	-1.050514067	2905	5.827523913	0.730798349	7/17/14	64	D	H2745	2	2	7	1	3	2	3	38.5	NS	NS	4	2	0	1	0	0	0	0	1	0	1	1	1	NA	NA	1	0	1	1	1	0	0	1	94
64E	11083	13023.50176	1122	5.528338805	0.787191036	-2.522761331	1122	5.528338805	0.787191036	7/18/14	64	E	H2745	2	2	8	1	2	2	3	41.2	NS	Sh	5	2	3	0	1	1	1	0	1	0	1	1	1	NA	NA	1	0	1	1	1	1	1	2	95
65A	40441	9166.137806	4785	6.448375743	0.76102822	0.501827411	4785	6.448375743	0.76102822	7/14/14	65	A	H4492	1	1	11	0	3	2	3	38.3	Sh	Sh	1	2	1	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	36
65B	37950	8170.07535	5011	6.59130722	0.77368293	0.688438674	5011	6.59130722	0.77368293	7/15/14	65	B	H4492	1	1	12	0	3	2	3	38.5	Sh	Sh	2	2	1	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	37
65C	35021	8527.14877	4438	6.453053663	0.768407369	0.215304809	4438	6.453053663	0.768407369	7/16/14	65	C	H4492	1	1	13	0	3	2	3	38.7	Sh	NS	3	2	0	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	38
65D	29922	22329.85075	1927	6.021451311	0.796096573	-1.858061921	1927	6.021451311	0.796096573	7/17/14	65	D	H4492	1	1	14	0	3	2	3	38.9	Sh	NS	4	2	0	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	39
65E	36978	7913.117911	5043	6.598295122	0.773924892	0.714861508	5043	6.598295122	0.773924892	7/18/14	65	E	H4492	1	1	15	0	3	2	3	38.9	Sh	Sh	5	2	1	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	40
66A	50686	13545.16301	4208	5.743479178	0.688275163	0.025390692	4208	5.743479178	0.688275163	7/14/14	66	A	H4497	1	1	14	0	2	2	2	38.6	Sh	Sh	1	2	1	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	41
66B	55300	11956.75676	5008	6.089495091	0.71483083	0.685961534	5008	6.089495091	0.71483083	7/15/14	66	B	H4497	1	1	15	0	3	2	2	38.7	Sh	Sh	2	2	1	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	42
66C	43060	12394.93379	3841	5.699527465	0.690559851	-0.277646182	3841	5.699527465	0.690559851	7/16/14	66	C	H4497	1	1	16	0	3	2	2	38.7	Sh	NS	3	2	0	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	43
66D	37424	10747.84607	3826	5.918385558	0.717417012	-0.290031885	3826	5.918385558	0.717417012	7/17/14	66	D	H4497	1	1	17	0	3	2	2	38.5	Sh	Sh	4	2	1	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	44
66E	29514	10465.95745	3134	5.735779751	0.712513433	-0.861425663	3134	5.735779751	0.712513433	7/18/14	66	E	H4497	1	1	18	0	3	2	2	38.7	Sh	NS	5	2	0	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	45
67A	36736	10210.11673	4030	6.181165606	0.744582242	-0.121586321	4030	6.181165606	0.744582242	7/14/14	67	A	H1097	4	3	4	1	3	2	5	38.9	Sh	Sh	1	2	3	0	1	1	1	0	1	0	1	0	0	NA	NA	1	0	1	1	1	1	1	2	11
67B	33888	9630.008525	3974	6.312311478	0.761663931	-0.16782628	3974	6.312311478	0.761663931	7/15/14	67	B	H1097	4	3	5	1	3	2	5	38.9	Sh	Sh	2	2	1	1	0	0	0	0	1	0	1	0	0	NA	NA	1	0	1	1	1	2	4	2	12
67C	37035	8742.917847	4590	6.412492026	0.760527679	0.340813269	4590	6.412492026	0.760527679	7/16/14	67	C	H1097	4	3	6	1	3	2	5	38.8	Sh	Sh	3	2	1	1	0	0	0	0	1	0	1	0	0	NA	NA	1	0	1	1	1	2	4	2	13
67D	52463	10970.93266	5301	6.374325844	0.743305205	0.927895604	5301	6.374325844	0.743305205	7/17/14	67	D	H1097	4	3	7	1	3	2	5	38.8	Sh	NS	4	2	0	1	0	0	0	0	1	0	1	0	0	NA	NA	1	0	1	1	1	2	4	2	14
67E	38527	9431.334149	4527	6.211530893	0.737903016	0.288793315	4527	6.211530893	0.737903016	7/18/14	67	E	H1097	4	3	8	1	3	2	5	38.8	Sh	NS	5	2	0	1	0	0	0	0	1	0	1	0	0	NA	NA	1	0	1	1	1	2	4	2	15
68A	30574	9184.139381	3641	6.064209864	0.739536557	-0.442788892	3641	6.064209864	0.739536557	7/14/14	68	A	H2847	1	1	1	1	3	4	3	38.4	NS	NS	1	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	56
68B	29833	8913.355244	3691	6.197387183	0.754522672	-0.401503215	3691	6.197387183	0.754522672	7/15/14	68	B	H2847	1	1	2	1	3	4	3	38.6	NS	NS	2	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	57
68C	38095	17482.79027	4356	6.19123294	0.738871497	0.147596297	4356	6.19123294	0.738871497	7/16/14	68	C	H2847	1	1	3	1	3	4	3	38.9	NS	Sh	3	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	58
68D	32182	10000.6215	3634	6.079436627	0.74156751	-0.448568887	3634	6.079436627	0.74156751	7/17/14	68	D	H2847	1	1	4	1	3	4	3	38.9	NS	NS	4	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	59
68E	33627	9893.203883	3820	6.071215627	0.73608286	-0.294986167	3820	6.071215627	0.73608286	7/18/14	68	E	H2847	1	1	5	1	3	4	3	39	NS	NS	5	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	60
69A	29865	7562.674095	4278	6.534370824	0.781507304	0.08319064	4278	6.534370824	0.781507304	7/14/14	69	A	H2823	1	1	9	1	3	2	3	38.4	NS	NS	1	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	51
69B	23243	7938.18306	3301	6.356713731	0.784587614	-0.7235315	3301	6.356713731	0.784587614	7/15/14	69	B	H2823	1	1	10	1	3	2	3	38.7	NS	Sh	2	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	52
69C	10740	19178.57143	776	5.5431091	0.833030064	-2.80845822	776	5.5431091	0.833030064	7/16/14	69	C	H2823	1	1	11	0	3	2	3	38.8	NS	NS	3	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	53
69D	38290	9013.653484	4733	6.450603974	0.762274192	0.458890307	4733	6.450603974	0.762274192	7/17/14	69	D	H2823	1	1	12	0	3	2	3	38.8	NS	Sh	4	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	54
69E	35599	9142.013354	4343	6.286721149	0.750534922	0.136862021	4343	6.286721149	0.750534922	7/18/14	69	E	H2823	1	1	13	0	3	2	3	38.6	NS	NS	5	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	55
6A	32438	14513.64653	4365	6.34769367	0.757357215	0.155027719	4365	6.34769367	0.757357215	7/14/14	6	A	LL7957	4	3	13	0	3	3	1	38.9	NS	NS	1	1	0	1	0	0	0	0	1	0	1	0	1	92	90	1	0	1	1	1	2	4	2	151
6B	31041	7341.769158	4570	6.568755836	0.779464407	0.324298998	4570	6.568755836	0.779464407	7/15/14	6	B	LL7957	4	3	14	0	3	3	1	38.3	NS	NS	2	1	0	1	0	0	0	0	1	0	1	0	1	82	90	1	0	1	1	1	2	4	2	152
6C	40159	8699.956672	5061	6.392234789	0.749442542	0.729724352	5061	6.392234789	0.749442542	7/16/14	6	C	LL7957	4	3	15	0	3	3	1	38.9	NS	NS	3	1	0	1	0	0	0	0	1	0	1	0	1	90	90	1	0	1	1	1	0	0	1	153
6D	36888	9273.001508	4416	6.32039597	0.753056572	0.197139111	4416	6.32039597	0.753056572	7/17/14	6	D	LL7957	4	3	16	0	3	3	1	38.2	NS	Sh	4	1	3	0	1	1	1	0	1	0	1	0	1	96	90	1	0	1	1	1	1	1	2	154
6E	11956	10968.80734	1403	5.873412794	0.810531942	-2.290735822	1403	5.873412794	0.810531942	7/18/14	6	E	LL7957	4	3	17	0	3	3	1	38.8	NS	NS	5	1	0	1	0	0	0	0	1	0	1	0	1	90	90	1	0	1	1	1	2	4	2	155
70A	45720	10212.19567	4935	6.341053185	0.745645895	0.625684444	4935	6.341053185	0.745645895	7/14/14	70	A	H6039	1	1	12	0	3	3	4	38.6	Sh	Sh	1	2	1	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	46
70B	29891	10146.30007	3390	6.15344706	0.757013294	-0.650042994	3390	6.15344706	0.757013294	7/15/14	70	B	H6039	1	1	13	0	3	3	4	38.8	Sh	Sh	2	2	1	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	47
70C	28020	9079.714841	3414	6.199325589	0.761996065	-0.630225869	3414	6.199325589	0.761996065	7/16/14	70	C	H6039	1	1	14	0	3	3	4	38.6	Sh	Sh	3	2	1	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	48
70D	28480	15665.56656	3623	6.173365982	0.753303542	-0.457651736	3623	6.173365982	0.753303542	7/17/14	70	D	H6039	1	1	15	0	3	3	4	38.5	Sh	NS	4	2	0	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	49
70E	35355	9149.84472	4225	6.273512171	0.751429104	0.039427822	4225	6.273512171	0.751429104	7/18/14	70	E	H6039	1	1	16	0	3	3	4	38.5	Sh	Sh	5	2	1	1	0	0	0	1	0	0	0	1	1	NA	NA	0	1	0	0	0	2	4	0	50
71A	43885	12143.05479	3991	5.842330526	0.704591592	-0.153789149	3991	5.842330526	0.704591592	7/14/14	71	A	H742	4	3	5	1	3	2	3	38.6	Sh	Sh	1	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	6
71B	39695	11419.73533	3915	6.031834074	0.729136608	-0.216543379	3915	6.031834074	0.729136608	7/15/14	71	B	H742	4	3	6	1	3	2	3	38.2	Sh	NS	2	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	7
71C	36899	12086.14478	3364	5.630832721	0.693376647	-0.671511546	3364	5.630832721	0.693376647	7/16/14	71	C	H742	4	3	7	1	3	2	3	38.5	Sh	NS	3	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	8
71D	30738	11338.25157	3038	5.689575891	0.709515905	-0.940694164	3038	5.689575891	0.709515905	7/17/14	71	D	H742	4	3	8	1	3	2	3	38.3	Sh	Sh	4	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	9
73A	29187	10659.97078	3104	5.781696427	0.719076503	-0.88619707	3104	5.781696427	0.719076503	7/14/14	73	A	H4471	1	1	6	1	3	2	3	38.6	NS	NS	1	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	71
73B	25345	8682.768071	3201	5.890736684	0.729844776	-0.806102855	3201	5.890736684	0.729844776	7/15/14	73	B	H4471	1	1	7	1	3	2	3	38.9	NS	NS	2	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	72
73C	36742	9674.038968	4215	6.219147451	0.745128897	0.031170687	4215	6.219147451	0.745128897	7/16/14	73	C	H4471	1	1	8	1	3	2	3	39	NS	Sh	3	2	1	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	73
73D	30122	9773.523686	3496	6.055568891	0.742160899	-0.562517358	3496	6.055568891	0.742160899	7/17/14	73	D	H4471	1	1	9	1	3	2	3	38.9	NS	NS	4	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	74
73E	23876	9777.231777	2783	5.714044985	0.720443807	-1.15125112	2783	5.714044985	0.720443807	7/18/14	73	E	H4471	1	1	10	1	3	2	3	38.6	NS	NS	5	2	0	1	0	0	0	1	0	0	0	0	0	NA	NA	0	1	0	0	0	2	4	0	75
74A	25903	8984.73812	3171	5.941672561	0.737015416	-0.830874262	3171	5.941672561	0.737015416	7/14/14	74	A	H4419	1	1	3	1	3	4	3	38.9	NS	NS	1	2	0	1	0	0	0	0	1	0	1	0	0	NA	NA	1	0	1	1	1	2	4	2	66
74B	25343	15415.45012	3277	6.051417721	0.747579273	-0.743348625	3277	6.051417721	0.747579273	7/15/14	74	B	H4419	1	1	4	1	3	4	3	38.9	NS	Sh	2	2	1	1	0	0	0	0	1	0	1	0	0	NA	NA	1	0	1	1	1	0	0	1	67
